Year,Site,Habitat,LarvalStage,InfectionStatus,AnnualaverageRf,AnnualaverageTmax,AnnualaverageTmin,AnnualaverageTavg,Springavgtemp
2009,Ibon de Acherito,lake,Adult,1,2.548658211,11.04052386,2.037049062,6.223146139,10.4166493
2009,Lac d'Ansabere,lake,Adult,1,2.549602109,11.15909781,2.139372505,6.33351195,4.168993129
2009,Lac d'Ansabere,lake,Adult,0,2.552383554,11.24885319,2.221129099,6.422192841,4.168993129
2009,Lac d'Arlet,lake,Adult,0,2.566077463,10.7418298,1.786120809,5.933122641,7.419120332
2009,Lac d'Arlet,lake,Adult,0,2.566077463,10.71415663,1.770810289,5.914253753,7.419120332
2009,Lac d'Arlet,lake,Adult,0,2.566077463,10.7418298,1.786120809,5.933122641,7.419120332
2009,Lac d'Arlet,lake,Adult,1,2.566077463,10.7418298,1.786120809,5.933122641,7.419120332
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,1,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.578521661,11.22112039,1.776027897,6.255532401,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.465414567,11.01481879,2.01818239,6.20547096,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.46097028,11.04343788,2.035133089,6.22109481,3.697896565
2009,Lac Puits d'Arious,lake,Adult,0,2.528574074,11.16094257,2.155553998,6.335610022,3.697896565
2016,Lac d'Arlet,lake,Adult,1,2.781258738,11.59808773,2.469845878,6.850800718,6.649456948
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,0,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,0,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,1,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,0,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,0,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2004,Ibon de Acherito,lake,metamorph,0,2.774451875,11.59116711,1.806442342,6.688168719,8.970088601
2005,Ibon de Acherito,lake,metamorph,0,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2005,Ibon de Acherito,lake,metamorph,1,1.731873894,11.74934207,1.363157413,6.508203981,11.40719674
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,0,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Ibon de Acherito,lake,metamorph,1,2.341917741,11.74122993,1.97647926,6.750826876,11.94045725
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,0,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac d'Ansabere,lake,metamorph,1,2.344254749,11.82944807,2.0805426,6.843641685,5.899646962
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Lac Puits d'Arious,lake,metamorph,1,2.280061136,11.83784034,2.052649414,6.838818758,5.491969833
2006,Madamete,lake,metamorph,0,2.63283794,8.411277897,-0.490748594,3.857000817,5.390809754
2006,Madamete,lake,metamorph,0,2.63283794,8.411277897,-0.490748594,3.857000817,5.390809754
2006,Madamete,lake,metamorph,0,2.63283794,8.411277897,-0.490748594,3.857000817,5.390809754
2006,Madamete,lake,metamorph,0,2.63283794,8.411277897,-0.490748594,3.857000817,5.390809754
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.823450137,12.0225796,2.519213454,7.087712324,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.957957816,11.94595448,2.504392072,7.044995577,11.08403923
2007,Ibon de Acherito,lake,metamorph,0,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.842233121,11.96702085,2.490725629,7.046787498,11.08403923
2007,Ibon de Acherito,lake,metamorph,1,2.858464385,12.02631346,2.523381719,7.092769293,11.08403923
2007,Lac d'Ansabere,lake,metamorph,1,2.840931771,12.13088673,2.639049525,7.19840192,4.779171936
2007,Lac d'Ansabere,lake,metamorph,1,2.842471621,12.08051923,2.602260958,7.157968117,4.779171936
2007,Lac d'Arlet,lake,metamorph,1,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
2007,Lac d'Arlet,lake,metamorph,0,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
2007,Lac d'Arlet,lake,metamorph,1,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
2007,Lac d'Arlet,lake,metamorph,1,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
2007,Lac d'Arlet,lake,metamorph,1,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
2007,Lac d'Arlet,lake,metamorph,1,2.788741991,11.86051753,2.338658518,6.921022328,7.938783957
